DATE,DEXUSNZ,DEXUSUK,DEXUSAL,DEXUSEU
1998-04-20,0.5545,1.6757,0.6455,
1998-04-21,0.5597,1.6762,0.6487,
1998-04-22,0.5593,1.6718,0.6515,
1998-04-23,0.5615,1.6665,0.6535,
1998-04-24,0.5595,1.6678,0.6507,
1998-04-27,0.5539,1.6733,0.6473,
1998-04-28,0.5513,1.6673,0.644,
1998-04-29,0.553,1.6702,0.6485,
1998-04-30,0.5555,1.6727,0.652,
1998-05-01,0.5552,1.6675,0.652,
1998-05-04,0.5535,1.666,0.645,
1998-05-05,0.5515,1.6605,0.6412,
1998-05-06,0.545,1.661,0.637,
1998-05-07,0.5437,1.6485,0.6373,
1998-05-08,0.5448,1.638,0.6355,
1998-05-11,0.541,1.63,0.6371,
1998-05-12,0.5365,1.6347,0.633,
1998-05-13,0.5345,1.6308,0.6276,
1998-05-14,0.533,1.6306,0.627,
1998-05-15,0.5352,1.6278,0.627,
1998-05-18,0.5324,1.6235,0.6221,
1998-05-19,0.5312,1.6232,0.6236,
1998-05-20,0.5323,1.6332,0.6255,
1998-05-21,0.535,1.6305,0.6304,
1998-05-22,0.5355,1.6318,0.6315,
1998-05-25,,,,
1998-05-26,0.5335,1.6365,0.6225,
1998-05-27,0.533,1.6322,0.6215,
1998-05-28,0.5325,1.6277,0.6219,
1998-05-29,0.5358,1.6308,0.626,
1998-06-01,0.528,1.6392,0.615,
1998-06-02,0.5235,1.6388,0.6145,
1998-06-03,0.5245,1.6385,0.6115,
1998-06-04,0.5245,1.6395,0.611,
1998-06-05,0.513,1.6351,0.6005,
1998-06-08,0.509,1.6324,0.5995,
1998-06-09,0.508,1.6347,0.5955,
1998-06-10,0.496,1.6277,0.587,
1998-06-11,0.4973,1.6292,0.5867,
1998-06-12,0.5013,1.6315,0.5925,
1998-06-15,0.496,1.6315,0.5894,
1998-06-16,0.4963,1.6525,0.5925,
1998-06-17,0.5173,1.662,0.6081,
1998-06-18,0.5175,1.6705,0.6067,
1998-06-19,0.5298,1.6735,0.627,
1998-06-22,0.5176,1.672,0.611,
1998-06-23,0.5085,1.6641,0.6078,
1998-06-24,0.5166,1.6683,0.6074,
1998-06-25,0.5139,1.6722,0.6054,
1998-06-26,0.506,1.6608,0.603,
1998-06-29,0.5063,1.6645,0.6075,
1998-06-30,0.52,1.6695,0.6208,
1998-07-01,0.5175,1.6616,0.619,
1998-07-02,0.5125,1.6565,0.6115,
1998-07-03,0.5195,1.6471,0.6185,
1998-07-06,0.516,1.6442,0.6165,
1998-07-07,0.5205,1.6375,0.6195,
1998-07-08,0.5166,1.6369,0.6165,
1998-07-09,0.5128,1.6315,0.6125,
1998-07-10,0.514,1.6325,0.614,
1998-07-13,0.5173,1.6412,0.6165,
1998-07-14,0.5255,1.6355,0.6245,
1998-07-15,0.5225,1.6337,0.6234,
1998-07-16,0.5267,1.6387,0.629,
1998-07-17,0.527,1.6427,0.6267,
1998-07-20,0.527,1.648,0.6301,
1998-07-21,0.5251,1.643,0.6263,
1998-07-22,0.5206,1.642,0.6211,
1998-07-23,0.517,1.6474,0.6168,
1998-07-24,0.5195,1.6594,0.6196,
1998-07-27,0.511,1.6565,0.609,
1998-07-28,0.5138,1.6485,0.6115,
1998-07-29,0.5135,1.644,0.6105,
1998-07-30,0.5173,1.6415,0.6145,
1998-07-31,0.5115,1.6349,0.607,
1998-08-03,0.5095,1.6245,0.6035,
1998-08-04,0.5135,1.633,0.605,
1998-08-05,0.5165,1.636,0.609,
1998-08-06,0.5135,1.6332,0.604,
1998-08-07,0.509,1.629,0.5991,
1998-08-10,0.5069,1.6328,0.5985,
1998-08-11,0.5013,1.6295,0.5921,
1998-08-12,0.5027,1.629,0.5945,
1998-08-13,0.5038,1.6265,0.5975,
1998-08-14,0.5038,1.6184,0.594,
1998-08-17,0.5038,1.6162,0.5925,
1998-08-18,0.5027,1.6162,0.5938,
1998-08-19,0.5038,1.6227,0.594,
1998-08-20,0.4985,1.6275,0.5897,
1998-08-21,0.4925,1.6363,0.583,
1998-08-24,0.491,1.641,0.5792,
1998-08-25,0.4912,1.6395,0.576,
1998-08-26,0.4885,1.6385,0.5682,
1998-08-27,0.4838,1.6405,0.555,
1998-08-28,0.4928,1.672,0.565,
1998-08-31,0.495,1.676,0.572,
1998-09-01,0.5073,1.674,0.5805,
1998-09-02,0.5035,1.6686,0.583,
1998-09-03,0.5005,1.6762,0.581,
1998-09-04,0.5062,1.672,0.5861,
1998-09-07,,,,
1998-09-08,0.5097,1.6581,0.5897,
1998-09-09,0.5075,1.662,0.5875,
1998-09-10,0.5155,1.6816,0.5966,
1998-09-11,0.521,1.6847,0.601,
1998-09-14,0.5136,1.6775,0.5929,
1998-09-15,0.514,1.6742,0.5945,
1998-09-16,0.5075,1.6758,0.5935,
1998-09-17,0.5093,1.684,0.5937,
1998-09-18,0.504,1.6835,0.5875,
1998-09-21,0.5005,1.6845,0.5835,
1998-09-22,0.496,1.6837,0.5855,
1998-09-23,0.4905,1.6798,0.5781,
1998-09-24,0.4939,1.6945,0.5836,
1998-09-25,0.4968,1.7023,0.5911,
1998-09-28,0.4935,1.704,0.5863,
1998-09-29,0.5025,1.7068,0.5975,
1998-09-30,0.5,1.6995,0.593,
1998-10-01,0.503,1.7045,0.597,
1998-10-02,0.4987,1.7026,0.594,
1998-10-05,0.4968,1.6901,0.594,
1998-10-06,0.493,1.6833,0.5887,
1998-10-07,0.5113,1.6968,0.6178,
1998-10-08,0.5195,1.7222,0.6183,
1998-10-09,0.5205,1.703,0.6162,
1998-10-12,,,,
1998-10-13,0.541,1.7015,0.6273,
1998-10-14,0.5395,1.7055,0.6294,
1998-10-15,0.5312,1.7028,0.631,
1998-10-16,0.5357,1.703,0.6327,
1998-10-19,0.535,1.6995,0.6328,
1998-10-20,0.5263,1.706,0.6285,
1998-10-21,0.526,1.7005,0.6275,
1998-10-22,0.5255,1.695,0.6253,
1998-10-23,0.5253,1.69,0.6184,
1998-10-26,0.5225,1.683,0.6165,
1998-10-27,0.5202,1.6722,0.6154,
1998-10-28,0.522,1.672,0.616,
1998-10-29,0.5258,1.6758,0.6231,
1998-10-30,0.5295,1.6735,0.625,
1998-11-02,0.5305,1.6652,0.6252,
1998-11-03,0.5303,1.6577,0.6254,
1998-11-04,0.5331,1.6588,0.6286,
1998-11-05,0.5395,1.663,0.632,
1998-11-06,0.5385,1.658,0.634,
1998-11-09,0.536,1.6585,0.6348,
1998-11-10,0.528,1.658,0.6223,
1998-11-11,,,,
1998-11-12,0.5295,1.6568,0.632,
1998-11-13,0.5378,1.6635,0.6392,
1998-11-16,0.5385,1.6755,0.6385,
1998-11-17,0.5345,1.6775,0.6343,
1998-11-18,0.539,1.672,0.6457,
1998-11-19,0.5412,1.6677,0.6437,
1998-11-20,0.537,1.6542,0.6436,
1998-11-23,0.5325,1.654,0.641,
1998-11-24,0.5338,1.6582,0.6417,
1998-11-25,0.5315,1.6613,0.64,
1998-11-26,,,,
1998-11-27,0.5285,1.6522,0.6339,
1998-11-30,0.527,1.6485,0.628,
1998-12-01,0.5245,1.654,0.6305,
1998-12-02,0.5275,1.6625,0.631,
1998-12-03,0.5232,1.6645,0.6245,
1998-12-04,0.5213,1.6615,0.6175,
1998-12-07,0.5214,1.653,0.6204,
1998-12-08,0.5185,1.654,0.6155,
1998-12-09,0.5155,1.658,0.6165,
1998-12-10,0.5214,1.667,0.6195,
1998-12-11,0.5225,1.6835,0.6208,
1998-12-14,0.521,1.6885,0.6204,
1998-12-15,0.5222,1.6853,0.6235,
1998-12-16,0.522,1.6765,0.6187,
1998-12-17,0.5248,1.675,0.6231,
1998-12-18,0.5215,1.6803,0.6211,
1998-12-21,0.52,1.68,0.617,
1998-12-22,0.5183,1.6775,0.6145,
1998-12-23,0.5237,1.6767,0.6114,
1998-12-24,0.5235,1.6723,0.611,
1998-12-25,,,,
1998-12-28,0.52,1.6745,0.607,
1998-12-29,0.5243,1.6836,0.6114,
1998-12-30,0.5262,1.6665,0.6129,
1998-12-31,0.527,1.6628,0.6123,
1999-01-01,,,,
1999-01-04,0.534,1.6581,0.6182,1.1812
1999-01-05,0.537,1.6566,0.6217,1.176
1999-01-06,0.5385,1.6547,0.6285,1.1636
1999-01-07,0.5405,1.6495,0.634,1.1672
1999-01-08,0.54,1.6405,0.6326,1.1554
1999-01-11,0.5468,1.6375,0.6395,1.1534
1999-01-12,0.5474,1.6308,0.6401,1.1548
1999-01-13,0.541,1.6493,0.631,1.1698
1999-01-14,0.539,1.653,0.6315,1.1689
1999-01-15,0.5405,1.65,0.634,1.1591
1999-01-18,,,,
1999-01-19,0.5363,1.655,0.6385,1.161
1999-01-20,0.54,1.6467,0.6398,1.1575
1999-01-21,0.5417,1.6516,0.6396,1.1577
1999-01-22,0.5365,1.656,0.6348,1.1582
1999-01-25,0.5341,1.6563,0.6309,1.1566
1999-01-26,0.5357,1.6585,0.6305,1.1577
1999-01-27,0.536,1.6485,0.6273,1.1481
1999-01-28,0.5342,1.647,0.6258,1.1395
1999-01-29,0.5387,1.6457,0.6297,1.1371
1999-02-01,0.543,1.641,0.6336,1.1303
1999-02-02,0.545,1.643,0.6401,1.1328
1999-02-03,0.55,1.6375,0.6415,1.1339
1999-02-04,0.5535,1.6395,0.649,1.1306
1999-02-05,0.5508,1.637,0.6517,1.1283
1999-02-08,0.5597,1.638,0.652,1.1296
1999-02-09,0.5546,1.6355,0.6468,1.13
1999-02-10,0.551,1.629,0.6453,1.1331
1999-02-11,0.5511,1.6244,0.6495,1.1303
1999-02-12,0.5493,1.6311,0.6463,1.1282
1999-02-15,,,,
1999-02-16,0.5382,1.6317,0.638,1.1189
1999-02-17,0.5373,1.6338,0.6336,1.123
1999-02-18,0.5388,1.6338,0.635,1.1223
1999-02-19,0.5412,1.6255,0.6375,1.1075
1999-02-22,0.542,1.6238,0.64,1.1037
1999-02-23,0.5373,1.6138,0.6392,1.0993
1999-02-24,0.531,1.598,0.6315,1.0972
1999-02-25,0.5268,1.606,0.6272,1.1068
1999-02-26,0.525,1.6027,0.6205,1.0995
1999-03-01,0.5237,1.6058,0.6179,1.0891
1999-03-02,0.5281,1.6135,0.6205,1.0931
1999-03-03,0.5287,1.6134,0.623,1.0888
1999-03-04,0.5278,1.6065,0.6242,1.0824
1999-03-05,0.5315,1.6073,0.6285,1.0843
1999-03-08,0.5325,1.6085,0.6305,1.0899
1999-03-09,0.5346,1.6148,0.6357,1.0873
1999-03-10,0.5352,1.6267,0.635,1.0961
1999-03-11,0.534,1.627,0.6365,1.0932
1999-03-12,0.534,1.6335,0.636,1.0936
1999-03-15,0.5325,1.6223,0.6315,1.093
1999-03-16,0.5291,1.624,0.626,1.0915
1999-03-17,0.527,1.6302,0.6273,1.1015
1999-03-18,0.532,1.629,0.6301,1.099
1999-03-19,0.5307,1.6303,0.6304,1.0923
1999-03-22,0.5334,1.628,0.6336,1.0915
1999-03-23,0.5365,1.6372,0.6382,1.0918
1999-03-24,0.5404,1.641,0.6394,1.0921
1999-03-25,0.5373,1.6314,0.6363,1.0871
1999-03-26,0.536,1.6205,0.6352,1.0743
1999-03-29,0.5336,1.614,0.6323,1.0716
1999-03-30,0.5308,1.6115,0.627,1.0732
1999-03-31,0.534,1.614,0.634,1.0808
1999-04-01,0.5345,1.6063,0.6354,1.0782
1999-04-02,0.5335,1.6023,0.6345,1.0782
1999-04-05,0.5325,1.6015,0.6315,1.0706
1999-04-06,0.53,1.592,0.628,1.0838
1999-04-07,0.5311,1.5975,0.6272,1.0784
1999-04-08,0.53,1.6083,0.6244,1.0835
1999-04-09,0.5353,1.6068,0.6296,1.0786
1999-04-12,0.5425,1.6127,0.6343,1.0842
1999-04-13,0.5408,1.6135,0.6365,1.078
1999-04-14,0.542,1.6124,0.6378,1.0779
1999-04-15,0.5398,1.6103,0.6359,1.0717
1999-04-16,0.5455,1.6112,0.6466,1.0688
1999-04-19,0.5483,1.6075,0.6518,1.0608
1999-04-20,0.5485,1.6135,0.6475,1.063
1999-04-21,0.5469,1.6074,0.6469,1.0612
1999-04-22,0.5475,1.6117,0.6507,1.0598
1999-04-23,0.548,1.617,0.6516,1.0634
1999-04-26,0.5474,1.6113,0.6488,1.059
1999-04-27,0.549,1.6177,0.6505,1.0649
1999-04-28,0.5512,1.6148,0.6539,1.0616
1999-04-29,0.5555,1.6105,0.6583,1.0591
1999-04-30,0.5605,1.6085,0.662,1.0564
1999-05-03,0.561,1.6083,0.664,1.0571
1999-05-04,0.5587,1.621,0.6625,1.0593
1999-05-05,0.5575,1.6337,0.6614,1.0724
1999-05-06,0.5635,1.6377,0.669,1.0779
1999-05-07,0.5599,1.635,0.6709,1.0781
1999-05-10,0.56,1.63,0.6688,1.0787
1999-05-11,0.5621,1.6215,0.6712,1.072
1999-05-12,0.56,1.6193,0.667,1.0666
1999-05-13,0.5595,1.619,0.6679,1.0626
1999-05-14,0.5578,1.6175,0.6648,1.065
1999-05-17,0.5592,1.6193,0.6662,1.0672
1999-05-18,0.5618,1.6203,0.6705,1.0672
1999-05-19,0.5519,1.6175,0.6633,1.0641
1999-05-20,0.548,1.6122,0.661,1.063
1999-05-21,0.5449,1.602,0.6595,1.0577
1999-05-24,0.5465,1.5978,0.6595,1.0593
1999-05-25,0.5435,1.6021,0.658,1.0587
1999-05-26,0.5335,1.5963,0.6492,1.0471
1999-05-27,0.5344,1.5957,0.6485,1.0439
1999-05-28,0.5355,1.602,0.6528,1.0422
1999-05-31,,,,
1999-06-01,0.5292,1.615,0.6415,1.0449
1999-06-02,0.5256,1.6075,0.6445,1.0357
1999-06-03,0.5248,1.6055,0.6477,1.0355
1999-06-04,0.532,1.6074,0.6555,1.0327
1999-06-07,0.5318,1.601,0.6583,1.0296
1999-06-08,0.5305,1.605,0.6586,1.0438
1999-06-09,0.5328,1.6001,0.6585,1.045
1999-06-10,0.5355,1.6002,0.6625,1.0477
1999-06-11,0.5404,1.6085,0.6643,1.0516
1999-06-14,0.5385,1.6075,0.663,1.0416
1999-06-15,0.5335,1.595,0.658,1.042
1999-06-16,0.534,1.5862,0.6565,1.0298
1999-06-17,0.5348,1.5925,0.6575,1.0329
1999-06-18,0.5312,1.5924,0.6533,1.0368
1999-06-21,0.5303,1.589,0.6508,1.0323
1999-06-22,0.531,1.5895,0.6535,1.0323
1999-06-23,0.5338,1.5787,0.6568,1.0316
1999-06-24,0.5363,1.5833,0.6582,1.0372
1999-06-25,0.5349,1.5893,0.6618,1.0448
1999-06-28,0.533,1.5822,0.658,1.0373
1999-06-29,0.5309,1.5781,0.658,1.0337
1999-06-30,0.5295,1.5765,0.6611,1.031
1999-07-01,0.5325,1.5765,0.6665,1.0236
1999-07-02,0.5335,1.5792,0.6703,1.0244
1999-07-05,,,,
1999-07-06,0.5295,1.5688,0.6657,1.0249
1999-07-07,0.5255,1.5602,0.664,1.0224
1999-07-08,0.5243,1.5577,0.6655,1.0198
1999-07-09,0.5265,1.5515,0.6645,1.0186
1999-07-12,0.5245,1.5558,0.662,1.0139
1999-07-13,0.5225,1.5566,0.6593,1.0176
1999-07-14,0.5225,1.5635,0.6592,1.0215
1999-07-15,0.5253,1.5665,0.6626,1.022
1999-07-16,0.5236,1.5622,0.6602,1.0203
1999-07-19,0.5203,1.563,0.6515,1.0203
1999-07-20,0.5215,1.57,0.6483,1.042
1999-07-21,0.5276,1.5766,0.6475,1.0526
1999-07-22,0.5268,1.5835,0.6466,1.0509
1999-07-23,0.5305,1.578,0.648,1.0497
1999-07-26,0.5265,1.5905,0.6473,1.0651
1999-07-27,0.5233,1.5895,0.6443,1.0627
1999-07-28,0.5235,1.5935,0.6442,1.0644
1999-07-29,0.5278,1.613,0.6495,1.0719
1999-07-30,0.5308,1.6207,0.6522,1.0694
1999-08-02,0.527,1.6145,0.65,1.0661
1999-08-03,0.5331,1.6185,0.6535,1.068
1999-08-04,0.536,1.62,0.6585,1.0766
1999-08-05,0.5315,1.6198,0.6545,1.0793
1999-08-06,0.529,1.6147,0.6531,1.077
1999-08-09,0.52,1.6,0.65,1.0694
1999-08-10,0.5273,1.618,0.6512,1.0752
1999-08-11,0.5282,1.6107,0.6485,1.066
1999-08-12,0.5298,1.609,0.6495,1.0636
1999-08-13,0.5302,1.6057,0.6517,1.0568
1999-08-16,0.5262,1.6011,0.6497,1.0557
1999-08-17,0.5245,1.6036,0.6485,1.0525
1999-08-18,0.5328,1.6004,0.6468,1.0505
1999-08-19,0.5318,1.618,0.6365,1.0643
1999-08-20,0.5339,1.6133,0.6393,1.0654
1999-08-23,0.531,1.6076,0.6359,1.0553
1999-08-24,0.527,1.5946,0.637,1.0506
1999-08-25,0.5158,1.5865,0.6334,1.0461
1999-08-26,0.512,1.5876,0.63,1.0441
1999-08-27,0.513,1.5885,0.632,1.046
1999-08-30,0.5128,1.5875,0.6326,1.0445
1999-08-31,0.5168,1.6086,0.638,1.0581
1999-09-01,0.514,1.6023,0.639,1.0582
1999-09-02,0.5185,1.6091,0.6447,1.0689
1999-09-03,0.5186,1.6028,0.6467,1.0605
1999-09-06,,,,
1999-09-07,0.527,1.6057,0.6465,1.0581
1999-09-08,0.5277,1.6185,0.6486,1.059
1999-09-09,0.5315,1.6332,0.652,1.0543
1999-09-10,0.533,1.6183,0.652,1.0402
1999-09-13,0.5355,1.609,0.6573,1.04
1999-09-14,0.5295,1.6085,0.6545,1.0408
1999-09-15,0.5239,1.611,0.6487,1.0385
1999-09-16,0.5241,1.625,0.6462,1.0418
1999-09-17,0.5272,1.6222,0.6481,1.0399
1999-09-20,0.5215,1.623,0.6414,1.0408
1999-09-21,0.5252,1.631,0.647,1.046
1999-09-22,0.5245,1.6363,0.6513,1.05
1999-09-23,0.5205,1.6375,0.6482,1.0415
1999-09-24,0.518,1.6428,0.6525,1.0466
1999-09-27,0.5155,1.6455,0.6525,1.0431
1999-09-28,0.513,1.6485,0.6555,1.0509
1999-09-29,0.5177,1.6425,0.653,1.0613
1999-09-30,0.517,1.6457,0.6528,1.0643
1999-10-01,0.5167,1.655,0.654,1.0718
1999-10-04,0.5222,1.6555,0.6607,1.0703
1999-10-05,0.5235,1.6525,0.6633,1.0693
1999-10-06,0.5213,1.656,0.6605,1.0704
1999-10-07,0.5187,1.652,0.6602,1.0721
1999-10-08,0.5142,1.652,0.654,1.063
1999-10-11,,,,
1999-10-12,0.5167,1.6535,0.6555,1.0737
1999-10-13,0.5116,1.6532,0.649,1.0758
1999-10-14,0.5108,1.6575,0.65,1.0799
1999-10-15,0.5113,1.6684,0.6475,1.0887
1999-10-18,0.508,1.672,0.644,1.0863
1999-10-19,0.511,1.6708,0.6486,1.0833
1999-10-20,0.5133,1.6643,0.6463,1.0765
1999-10-21,0.5147,1.6765,0.647,1.0808
1999-10-22,0.5156,1.6584,0.6503,1.0678
1999-10-25,0.515,1.6631,0.6508,1.0666
1999-10-26,0.5136,1.6525,0.6503,1.0578
1999-10-27,0.5075,1.6477,0.6436,1.0532
1999-10-28,0.5106,1.64,0.6457,1.0519
1999-10-29,0.5068,1.6425,0.6376,1.0518
1999-11-01,0.508,1.6404,0.6382,1.0494
1999-11-02,0.5095,1.6445,0.6405,1.0506
1999-11-03,0.512,1.644,0.6437,1.0485
1999-11-04,0.5145,1.6375,0.6383,1.044
1999-11-05,0.5125,1.6205,0.6385,1.04
1999-11-08,0.51,1.615,0.6365,1.0363
1999-11-09,0.509,1.621,0.6375,1.0401
1999-11-10,0.5112,1.625,0.6402,1.0436
1999-11-11,,,,
1999-11-12,0.5156,1.6131,0.6431,1.0315
1999-11-15,0.5212,1.623,0.6467,1.0315
1999-11-16,0.5182,1.6164,0.6417,1.0312
1999-11-17,0.5142,1.6231,0.6394,1.0403
1999-11-18,0.513,1.615,0.6395,1.0297
1999-11-19,0.5092,1.616,0.639,1.0313
1999-11-22,0.5104,1.6205,0.6376,1.0327
1999-11-23,0.511,1.6236,0.6356,1.0261
1999-11-24,0.5102,1.609,0.6323,1.0176
1999-11-25,,,,
1999-11-26,0.511,1.6062,0.6345,1.0137
1999-11-29,0.512,1.6024,0.6368,1.01
1999-11-30,0.5103,1.5935,0.6371,1.0077
1999-12-01,0.5101,1.596,0.6354,1.0059
1999-12-02,0.5078,1.5972,0.633,1.0023
1999-12-03,0.5047,1.6015,0.6332,1.0016
1999-12-06,0.5064,1.623,0.6348,1.0252
1999-12-07,0.5068,1.6233,0.6362,1.0222
1999-12-08,0.5086,1.6255,0.638,1.0263
1999-12-09,0.5071,1.623,0.6396,1.0161
1999-12-10,0.4935,1.6225,0.6365,1.0158
1999-12-13,0.4908,1.6232,0.633,1.012
1999-12-14,0.4948,1.611,0.6352,1.0067
1999-12-15,0.4926,1.6085,0.6357,1.0066
1999-12-16,0.508,1.6123,0.6425,1.0169
1999-12-17,0.507,1.607,0.6426,1.0088
1999-12-20,0.5048,1.6035,0.6416,1.0066
1999-12-21,0.5137,1.6103,0.6433,1.0093
1999-12-22,0.5128,1.606,0.6436,1.008
1999-12-23,0.516,1.6161,0.6453,1.0162
1999-12-24,0.514,1.6154,0.6427,1.0128
1999-12-27,0.5175,1.6173,0.6448,1.0136
1999-12-28,0.5171,1.6165,0.645,1.0068
1999-12-29,0.5209,1.6168,0.6503,1.0045
1999-12-30,0.5217,1.613,0.6539,1.0024
1999-12-31,0.5234,1.615,0.656,1.007
2000-01-03,0.5254,1.627,0.6591,1.0155
2000-01-04,0.5198,1.637,0.6562,1.0309
2000-01-05,0.5171,1.6415,0.655,1.0335
2000-01-06,0.5145,1.6475,0.654,1.0324
2000-01-07,0.516,1.6384,0.6548,1.0294
2000-01-10,0.5168,1.6374,0.6561,1.0252
2000-01-11,0.5164,1.648,0.6575,1.0322
2000-01-12,0.5185,1.6465,0.6578,1.0281
2000-01-13,0.524,1.6482,0.6687,1.027
2000-01-14,0.5212,1.6353,0.6665,1.0128
2000-01-17,,,,
2000-01-18,0.517,1.638,0.664,1.0121
2000-01-19,0.5155,1.6438,0.6634,1.0115
2000-01-20,0.5132,1.6538,0.6666,1.0133
2000-01-21,0.5104,1.6504,0.6621,1.01
2000-01-24,0.5061,1.652,0.6544,1.0019
2000-01-25,0.5068,1.6482,0.6542,1.0041
2000-01-26,0.506,1.6395,0.6505,1.0011
2000-01-27,0.5072,1.6363,0.655,0.989
2000-01-28,0.487,1.621,0.6265,0.9765
2000-01-31,0.4953,1.6182,0.6382,0.9757
2000-02-01,0.4904,1.615,0.6315,0.9731
2000-02-02,0.4898,1.606,0.636,0.9768
2000-02-03,0.4967,1.6025,0.6387,0.9887
2000-02-04,0.493,1.5915,0.6315,0.976
2000-02-07,0.4936,1.5917,0.6339,0.9783
2000-02-08,0.494,1.6105,0.6353,0.9862
2000-02-09,0.492,1.6115,0.6345,0.9914
2000-02-10,0.4935,1.6057,0.632,0.9865
2000-02-11,0.4915,1.5923,0.6282,0.9847
2000-02-14,0.4868,1.589,0.6279,0.9783
2000-02-15,0.487,1.595,0.63,0.9834
2000-02-16,0.4899,1.604,0.6301,0.9842
2000-02-17,0.4937,1.605,0.632,0.9863
2000-02-18,0.4909,1.5984,0.6292,0.985
2000-02-21,,,,
2000-02-22,0.4917,1.6165,0.6257,1.006
2000-02-23,0.4855,1.6047,0.6196,1.0017
2000-02-24,0.4867,1.5981,0.6144,0.9931
2000-02-25,0.4882,1.5908,0.6175,0.9763
2000-02-28,0.4846,1.5935,0.6116,0.9669
2000-02-29,0.4865,1.578,0.6155,0.9643
2000-03-01,0.4853,1.5849,0.6067,0.97
2000-03-02,0.4878,1.5765,0.6077,0.9619
2000-03-03,0.4878,1.581,0.6082,0.9618
2000-03-06,0.481,1.5732,0.6016,0.9603
2000-03-07,0.4836,1.5772,0.6035,0.956
2000-03-08,0.4875,1.5855,0.6094,0.9576
2000-03-09,0.4917,1.5815,0.6155,0.9684
2000-03-10,0.495,1.5793,0.6136,0.9659
2000-03-13,0.4933,1.5782,0.6165,0.9648
2000-03-14,0.4904,1.5725,0.614,0.9644
2000-03-15,0.4885,1.573,0.6125,0.9696
2000-03-16,0.4878,1.5747,0.6107,0.971
2000-03-17,0.4845,1.5705,0.6067,0.9694
2000-03-20,0.4835,1.5686,0.6065,0.971
2000-03-21,0.4903,1.5725,0.61,0.9703
2000-03-22,0.4876,1.5705,0.6056,0.9608
2000-03-23,0.4875,1.583,0.6041,0.9691
2000-03-24,0.4883,1.591,0.6064,0.9724
2000-03-27,0.4932,1.5855,0.6114,0.9645
2000-03-28,0.5025,1.5872,0.6141,0.9614
2000-03-29,0.5015,1.587,0.6124,0.9524
2000-03-30,0.499,1.5922,0.6125,0.9594
2000-03-31,0.496,1.5922,0.6062,0.9574
2000-04-03,0.4998,1.598,0.6073,0.956
2000-04-04,0.5007,1.5965,0.6032,0.9588
2000-04-05,0.5033,1.59,0.6053,0.9647
2000-04-06,0.501,1.58,0.6016,0.958
2000-04-07,0.5003,1.583,0.6003,0.959
2000-04-10,0.4985,1.5828,0.5991,0.9588
2000-04-11,0.4984,1.5873,0.5957,0.9591
2000-04-12,0.4975,1.5882,0.597,0.9551
2000-04-13,0.4978,1.5881,0.5963,0.9524
2000-04-14,0.4976,1.586,0.5972,0.9564
2000-04-17,0.4945,1.5853,0.5913,0.955
2000-04-18,0.4953,1.5764,0.5946,0.9477
2000-04-19,0.4985,1.5777,0.5957,0.9369
2000-04-20,0.495,1.5801,0.5931,0.9376
2000-04-21,0.4935,1.5785,0.5925,0.9379
2000-04-24,0.4946,1.58,0.5945,0.9396
2000-04-25,0.4955,1.5787,0.5956,0.9265
2000-04-26,0.4865,1.5795,0.589,0.9217
2000-04-27,0.4858,1.5748,0.5875,0.9083
2000-04-28,0.4855,1.556,0.5837,0.9089
2000-05-01,0.4835,1.5558,0.58,0.912
2000-05-02,0.4859,1.559,0.5857,0.9068
2000-05-03,0.489,1.5605,0.59,0.8891
2000-05-04,0.4908,1.5435,0.5914,0.8907
2000-05-05,0.4893,1.5288,0.5935,0.8953
2000-05-08,0.4847,1.531,0.587,0.895
2000-05-09,0.479,1.5315,0.5828,0.9023
2000-05-10,0.4775,1.5153,0.5815,0.9097
2000-05-11,0.4777,1.4997,0.579,0.9021
2000-05-12,0.4795,1.5172,0.581,0.908
2000-05-15,0.4741,1.5075,0.5739,0.9138
2000-05-16,0.473,1.5008,0.5773,0.9053
2000-05-17,0.461,1.4905,0.5685,0.8921
2000-05-18,0.4527,1.4818,0.5703,0.8952
2000-05-19,0.4565,1.4855,0.5728,0.8946
2000-05-22,0.4593,1.4907,0.574,0.9036
2000-05-23,0.4587,1.4728,0.5747,0.9032
2000-05-24,0.454,1.4755,0.5713,0.9096
2000-05-25,0.4566,1.4705,0.57,0.9072
2000-05-26,0.4585,1.4875,0.5716,0.931
2000-05-29,,,,
2000-05-30,0.4601,1.495,0.5768,0.9314
2000-05-31,0.4572,1.4968,0.5708,0.9328
2000-06-01,0.4561,1.4915,0.5721,0.9307
2000-06-02,0.4664,1.5079,0.579,0.9432
2000-06-05,0.4675,1.5135,0.5812,0.9471
2000-06-06,0.4738,1.5235,0.5887,0.957
2000-06-07,0.472,1.5225,0.59,0.96
2000-06-08,0.4685,1.506,0.5878,0.9548
2000-06-09,0.468,1.5079,0.5864,0.9526
2000-06-12,0.4707,1.512,0.5912,0.9544
2000-06-13,0.472,1.513,0.5973,0.9619
2000-06-14,0.4757,1.5023,0.6007,0.959
2000-06-15,0.469,1.5103,0.6015,0.953
2000-06-16,0.4785,1.5165,0.6083,0.9648
2000-06-19,0.473,1.5154,0.6024,0.9622
2000-06-20,0.4751,1.51,0.6037,0.9557
2000-06-21,0.4752,1.497,0.6026,0.9455
2000-06-22,0.4728,1.511,0.5993,0.9398
2000-06-23,0.4715,1.501,0.5964,0.9358
